קוד זיהוי,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
607,606,125,"ואויאת, תל אל-",,178000,245000,גליל תחתון,גליל תחתון,"וו""ג דיוור",ב' אלפרט- נכאי,ברזל 1,,ברזל 1א',"סוף מאה 13 ראשית המאה ה-12 לפנה""ס",ארכיטקטורה,תל,כפרי,כ-4 ד',"468 מ""ר",,"כרך 2, עמ' 468-469"
608,607,125,"ואויאת, תל אל-",,178000,245000,גליל תחתון,גליל תחתון,"וו""ג דיוור",ב' אלפרט- נכאי,ברזל 1,,ברזל 1ב',"מאה 11 לפנה""ס",ארכיטקטורה,תל,כפרי,כ-4 ד',"468 מ""ר",,"כרך 2, עמ' 468-469"
609,608,126,"זוטיה, מערת",,,,גליל עליון,גליל עליון,י' גיסיס,ע' בר- יוסף,פליאוליתית,,פליאוליתית תחתונה,"התרבות האשלית-יברודית (150000-140000 לפנה""ס)",צור בלבד,מערה,,,1X1 מ',שברי גולגולת,"כרך 2, עמ' 470"
610,609,126,"זוטיה, מערת",,,,גליל עליון,גליל עליון,י' גיסיס,ע' בר- יוסף,פליאוליתית,,פליאוליתית תיכונה,"התרבות המוסטרית (93000 לפנה""ס)",צור בלבד,מערה,,,1X1 מ',,"כרך 2, עמ' 470"
611,610,127,זיקים,,103400,112200,מ. החוף,מ. החוף הדרומי,ת' נוי,ת' נוי,נאוליתית,,נאוליתית קירמית,"אלף 5 או 4 לפנה""ס",קרמיקה+ צור,ח'ירבה,,,,,"כרך 2, עמ' 471"
612,611,127,זיקים,,103400,112200,מ. החוף,מ. החוף הדרומי,ת' נוי,ת' נוי,כלקוליתית,,כלקוליתית,,קרמיקה בלבד,ח'ירבה,,,,"""נראה שיש בו שכבה דקה מאוד מהתק' הכלקוליתית""","כרך 2, עמ' 471"
613,612,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,"ב""ת 2",,"ב""ת 2א'","2000-1800 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-50 ד',,,"כרך 2, עמ' 472-474"
614,613,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,"ב""מ",,"ב""מ",ראשית המאה ה-15 עד סוף המאה ה-13,ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-50 ד',,,"כרך 2, עמ' 472-474"
615,614,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,ברזל 1,,ברזל 1,"מאות 13-12 לפנה""ס",קרמיקה בלבד,תל,,כ-50 ד',,קנקני קבורה,"כרך 2, עמ' 472-474"
616,615,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,ברזל 1,,ברזל 1ב',"מאה 11 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-50 ד',,,"כרך 2, עמ' 472-474"
617,616,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,ברזל 2,,ברזל 2,"מאה 10-8 לפנה""ס  עד הכיבוש האשורי בשנת 732/720 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-50 ד',,,"כרך 2, עמ' 472-474"
618,617,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,פרסית,,פרסית,"מאה 5 לפנה""ס",קרמיקה בלבד,תל,,כ-50 ד',,,"כרך 2, עמ' 472-474"
619,618,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,הלניסטית,,הלניסטית קדומה,"מאות 3-2 לפנה""ס",ארכיטקטורה,תל,חווה,כ-50 ד',,,"כרך 2, עמ' 472-474"
620,619,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,רומית קדומה,,רומית קדומה,,ארכיטקטורה,תל,מצודה,כ-50 ד',,,"כרך 2, עמ' 472-474"
621,620,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,ביזנטית,,ביזנטית,,ארכיטקטורה,ח'ירבה,,,,"""בתק' הביזנטית עקר הישוב כ-2 ק""מ מדרום לתל""","כרך 2, עמ' 472-474"
622,621,128,"זרור, תל",,147600,203800,מ. החוף,שרון,מ' כוכבי,מ' כוכבי,ימי הביניים,,ערבית מאוחרת,ממלוכית,ארכיטקטורה,תל,כפרי,,,הכפר א-תל ד'רר,"כרך 2, עמ' 472-474"
623,622,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,"ב""ק 1",,"ב""ק 1",,ארכיטקטורה,תל,,,,,"כרך 2, עמ' 475-478"
624,623,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,"ב""ת 2",,"ב""ת 2",,ארכיטקטורה+ מבני ציבור,תל,עירוני,24-30 ד',,,"כרך 2, עמ' 475-478"
625,624,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,"ב""מ",,"ב""מ",,קברים,מרגלות תל,אתר קבורה,,,,"כרך 2, עמ' 475-478"
626,625,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,ברזל 1,,ברזל 1,,ארכיטקטורה,תל,,כ-50 ד',,,"כרך 2, עמ' 475-478"
627,626,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,ברזל 1,הוגדר כתק' מעברברזל 1ב'- 2א' מחובר עם שורה 627,ברזל 1ב',"מאות 11-10 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-50 ד',,הוגדר כתק' מעברברזל 1ב'- 2א' מחובר עם שורה 627,"כרך 2, עמ' 475-478"
628,627,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,ברזל 2,הוגדר כתק' מעברברזל 1ב'- 2א' מחובר עם שורה 626,ברזל 2א',"מאות 11-10 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-50 ד',,הוגדר כתק' מעברברזל 1ב'- 2א' מחובר עם שורה 626,"כרך 2, עמ' 475-478"
629,628,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,ברזל 2,,ברזל 2,,ארכיטקטורה,תל,עירוני,כ-50 ד',,,"כרך 2, עמ' 475-478"
630,629,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,הלניסטית,,הלניסטית,,ארכיטקטורה+ מבני ציבור,תל,,כ-50 ד',,,"כרך 2, עמ' 475-478"
631,630,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,רומית קדומה,,רומית קדומה,"מאות 1-2 לסה""נ",ארכיטקטורה+ מבני ציבור,תל,,כ-50 ד',,,"כרך 2, עמ' 475-478"
632,631,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,ביזנטית,,ביזנטית,,ארכיטקטורה+ מבני ציבור,תל,,כ-50 ד',,,"כרך 2, עמ' 475-478"
633,632,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,ימי הביניים,,ערבית קדומה,בית אומיה,ארכיטקטורה,תל,,כ-50 ד',,,"כרך 2, עמ' 475-478"
634,633,129,תל חברון,,,,יהודה,הר יהודה,א' עופר,א' עופר,ימי הביניים,,צלבנית,,ארכיטקטורה,תל,,,,"""הוא בנוי על יסודות ביזנטיים אך נראה שמבנהו מאוחר יותר, אולי צלבני""","כרך 2, עמ' 475-478"
635,634,130,חדרה,,,,מ. החוף,שרון,"א""ל סוקניק",י' ידין,כלקוליתית,,כלקוליתית,"אלף 4 לפנה""ס",קרמיקה בלבד,ח'ירבה,אתר קבורה,,,גלוסקמאות,"כרך 2, עמ' 478-479"
636,635,131,חולון,,131200,158100,מ. החוף,מ. החוף הדרומי,ת' נוי,ת' נוי,פליאוליתית,,פליאוליתית תחתונה,התרבות האשלית התיכונה,צור בלבד,ח'ירבה,,,,,"כרך 2, עמ' 479-480"
637,636,132,חוסיפה,,,,שומרון,כרמל,מ' אבי יונה,מ' אבי יונה,ביזנטית,,ביזנטית,"ראשית המאה ה-6 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,כפרי,,,"בי""כ","כרך 2, עמ' 480-481"
638,637,133,"ח'יאט, תל אל-",,205000,203000,בקעת הירדן,בקעת הירדן- מזרח,"ס""א פלקונר","ס""א פלקונר",ברונזה ביניימית,,"ב""ת 1",,קרמיקה בלבד,תל,,כ-2 ד',,,"כרך 2, עמ' 481-482"
639,638,133,"ח'יאט, תל אל-",,205000,203000,בקעת הירדן,בקעת הירדן- מזרח,"ס""א פלקונר","ס""א פלקונר","ב""ת 2",,"ב""ת 2א'",,ארכיטקטורה,תל,כפרי,כ-2 ד',,,"כרך 2, עמ' 481-482"
640,639,133,"ח'יאט, תל אל-",,205000,203000,בקעת הירדן,בקעת הירדן- מזרח,"ס""א פלקונר","ס""א פלקונר","ב""ת 2",,"ב""ת 2ב'-ג'",,ארכיטקטורה,תל,כפרי,כ-2 ד',,,"כרך 2, עמ' 481-482"
641,640,133,"ח'יאט, תל אל-",,205000,203000,בקעת הירדן,בקעת הירדן- מזרח,"ס""א פלקונר","ס""א פלקונר",פרסית,תק' מעבר פרסית/ הלניסטית מחובר עם שורה 641,פרסית,,ארכיטקטורה,תל,,כ-2 ד',,"""הקשיים בהם נתקלו החופרים בשיוך הקרמיקה לא אפשרו אלא תארוך כללי"" ולכן הוגדר כתק' מעבר, במקור מחובר עם התק' הפרסית, שורה מס' 641","כרך 2, עמ' 481-482"
642,641,133,"ח'יאט, תל אל-",,205000,203000,בקעת הירדן,בקעת הירדן- מזרח,"ס""א פלקונר","ס""א פלקונר",הלניסטית,תק' מעבר פרסית/ הלניסטית מחובר עם שורה 640,הלניסטית,,ארכיטקטורה,תל,,כ-2 ד',,"""הקשיים בהם נתקלו החופרים בשיוך הקרמיקה לא אפשרו אלא תארוך כללי"" ולכן הוגדר כתק' מעבר, במקור מחובר עם התק' הפרסית, שורה מס' 640","כרך 2, עמ' 481-482"
643,642,134,"חימר, נחל",,70915,44955,יהודה,מדבר יהודה,ע' בר יוסף,ע' בר יוסף,נאוליתית,,נאוליתית קדם קירמית ב',"אלף 7 לפנה""ס",צור בלבד,מערה,,,,,"כרך 2, עמ' 483-484"
644,643,135,חלוצה,,117000,56000,נגב,הר הנגב,א' נגב,א' נגב,הלניסטית,,הלניסטית קדומה,"מאה 3 לפנה""ס",קרמיקה בלבד,ח'ירבה,,כ-1000 ד',,כתובת מימי חרתת  הא',"כרך 2, עמ' 485-490"
645,644,135,חלוצה,,117000,56000,נגב,הר הנגב,א' נגב,א' נגב,הלניסטית,,הלניסטית מאוחרת,,ארכיטקטורה+ מבני ציבור,ח'ירבה,,כ-1000 ד',,,"כרך 2, עמ' 485-490"
646,645,135,חלוצה,,117000,56000,נגב,הר הנגב,א' נגב,א' נגב,רומית קדומה,,רומית קדומה,"סוף המאה ה-1 לפנה""ס עד אמצע המאה ה-1 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,כ-1000 ד',,,"כרך 2, עמ' 485-490"
647,646,135,חלוצה,,117000,56000,נגב,הר הנגב,א' נגב,א' נגב,רומית מאוחרת,,רומית מאוחרת,,ארכיטקטורה+ מבני ציבור,ח'ירבה,,כ-1000 ד',,,"כרך 2, עמ' 485-490"
648,647,135,חלוצה,,117000,56000,נגב,הר הנגב,א' נגב,א' נגב,ביזנטית,,ביזנטית,,ארכיטקטורה+ מבני ציבור,ח'ירבה,,כ-1000 ד',,,"כרך 2, עמ' 485-490"
649,648,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",כלקוליתית,,כלקוליתית,"אלף 4 לפנה""ס",ארכיטקטורה,מרגלות תל,,,,"""החפירות העידו על קיומו של ישוב מן התק' הכלקוליתית והב""ק. הישוב התפתח ברציפות כמרכז עירוני בשנים 3500-2900 לפנה""ס""","כרך 2, עמ' 490-496"
650,649,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר","ב""ק",,"ב""ק 1-2","3200-2650 לפנה""ס",ארכיטקטורה,תל,,,,,"כרך 2, עמ' 490-496"
651,650,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר","ב""ק 2-3",,"ב""ק 2-3","2650-2550 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 2, עמ' 490-496"
652,651,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר","ב""ק 2-3",,"ב""ק 3","2550-2300 לפנה""ס",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
653,652,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר","ב""מ",,"ב""מ 1א'","1550-1475 לפנה""ס",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
654,653,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר","ב""מ",,"ב""מ 1ב'","1475-1400 לפנה""ס",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
655,654,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר","ב""מ",,"ב""מ 2א'","1400-1300 לפנה""ס",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
656,655,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר","ב""מ",,"ב""מ 2ב'","1300-1200 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,,,"""מכלול מחסנים גדול""","כרך 2, עמ' 490-496"
657,656,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",ברזל 1,,ברזל 1,"1200-900 לפנה""ס",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
658,657,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",ברזל 2,,ברזל 2,"900-650 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 2, עמ' 490-496"
659,658,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",פרסית,,פרסית,"500-300 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 2, עמ' 490-496"
660,659,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",הלניסטית,,הלניסטית קדומה,"אמצע המאה ה-4 עד אמצע המאה ה-3 לפנה""ס",ארכיטקטורה,תל,עירוני,,,"בלוח הסטרטיגרפי ניתן תארוך התק'  לשנים 300-100 לפנה""ס.","כרך 2, עמ' 490-496"
661,660,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",רומית מאוחרת,,רומית מאוחרת,"מאות 2-4 לסה""נ",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
662,661,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",ביזנטית,,ביזנטית,"מאות 4-6 לסה""נ",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
663,662,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",ימי הביניים,,ערבית קדומה,"בית אומיה או עבאס- שנת  700 לסה""נ",ארכיטקטורה,מרגלות תל,עירוני,,,"""חשפו רצף של שלבי ישוב ערבי שתחילתו בתק' הממלוכית לכל המאוחר ואולי אף קודם לכן בימי בית עבאס או אומיה""","כרך 2, עמ' 490-496"
664,663,136,"חליף, תל",,137300,87900,יהודה,הר יהודה,"ג""ד סיגר","ג""ד סיגר",ימי הביניים,,ערבית מאוחרת,"1300 לסה""נ",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 490-496"
665,664,137,"ח'ליפה, תל אל-",,147800,884100,"עבה""י",אדום,נ' גליק,נ' גליק,ברזל 2,,ברזל 2א',"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,מצודה,,,"ג' פטריקו חלק על הכרונולוגיה של גליק -טען שכל הקרמיקה שנשמרה היתה נגבית ואין טיפוסי כלים הקדומים בהכרח למאה ה-8 לפנה""ס","כרך 2, עמ' 496-499"
666,665,137,"ח'ליפה, תל אל-",,147800,884100,"עבה""י",אדום,נ' גליק,נ' גליק,ברזל 2,,ברזל 2ב',"מאות 9-8 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,,,"ג' פטריקו חלק על הכרונולוגיה של גליק -טען שטווח הקיום של הישוב המבוצר היה המאות ה-8-6 לפנה""ס","כרך 2, עמ' 496-499"
667,666,137,"ח'ליפה, תל אל-",,147800,884100,"עבה""י",אדום,נ' גליק,נ' גליק,ברזל 2,,ברזל 3,"סוף המאה ה-8 עד סוף המאה ה-6 לפנה""ס",ארכיטקטורה,תל,עירוני,,,"ג' פטריקו חלק על הכרונולוגיה של גליק -טען שטווח הקיום של הישוב המבוצר היה המאות ה-8-6 לפנה""ס","כרך 2, עמ' 496-499"
668,667,137,"ח'ליפה, תל אל-",,147800,884100,"עבה""י",אדום,נ' גליק,נ' גליק,פרסית,,פרסית,"סוף מאה 6 עד סוף המאה ה-4 לפנה""ס",ארכיטקטורה,תל,עירוני,,,"ג' פטריקו טען שכל השרידים המאוחרים למאה ה-6 לפנה""ס שייכים לשרידייה הפרגמנטריים של התק' האחרונה או שמקורם בפני שטח.","כרך 2, עמ' 496-499"
669,668,138,"חמאם, ח 'רבת אל-",,162800,201700,שומרון,שומרון,א' זרטל,א' זרטל,ברזל 1,,ברזל 1,סוף המאה ה-11,ארכיטקטורה,תל,עירוני,,,"""התאריך המוקדם ביותר ליסוד העיר על פי הממצא הקירמי הוא סוף המאה ה-11 לפנה""ס","כרך 2, עמ' 499-502"
670,669,138,"חמאם, ח 'רבת אל-",,162800,201700,שומרון,שומרון,א' זרטל,א' זרטל,ברזל 2,,ברזל 2א',"מחצית המאה ה-10 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 2, עמ' 499-502"
671,670,138,"חמאם, ח 'רבת אל-",,162800,201700,שומרון,שומרון,א' זרטל,א' זרטל,פרסית,,פרסית,,קרמיקה בלבד,תל,עירוני,,,"""לא נמצאו שרידים ארכיטקטונים אך הקרמיקה מורה על כך שהעיר התקיימה ברציפות מהווסדה ""","כרך 2, עמ' 499-502"
672,671,138,"חמאם, ח 'רבת אל-",,162800,201700,שומרון,שומרון,א' זרטל,א' זרטל,הלניסטית,,הלניסטית מאוחרת,,ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 2, עמ' 499-502"
673,672,138,"חמאם, ח 'רבת אל-",,162800,201700,שומרון,שומרון,א' זרטל,א' זרטל,רומית קדומה,,רומית קדומה,עד המרד הגדול,ארכיטקטורה+ מבני ציבור,תל,עירוני,,,מערכת מצור רומאית,"כרך 2, עמ' 499-502"
674,673,139,חמדיה,,,,בקעת הירדן,עמק בית שאן,י' קפלן,י' קפלן,נאוליתית,,נאוליתית,התרבות הירמוכית,קרמיקה+ צור,ח'ירבה,,"כ-100 מ""ר",,,"כרך 2, עמ' 502-503"
675,674,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,"ב""ת 2",,"ב""ת 2",,ארכיטקטורה+ מבני ציבור,תל,,כ-13 ד',"כ-360 מ""ר",,"כרך 2, עמ' 503-504"
676,675,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,"ב""מ",,"ב""מ","סוף תק' הב""ת או ראשית הב""מ",קרמיקה בלבד,תל,,,"כ-360 מ""ר",,"כרך 2, עמ' 503-504"
677,676,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,ברזל 1,,ברזל 1,,ארכיטקטורה,תל,,,"כ-360 מ""ר",,"כרך 2, עמ' 503-504"
678,677,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,ברזל 2,,ברזל 2א',"מאה 10 לפנה""ס",ארכיטקטורה,תל,,,"כ-360 מ""ר",,"כרך 2, עמ' 503-504"
679,678,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,ברזל 2,,ברזל 2ב',"מאות 9-8 לפנה""ס",ארכיטקטורה,תל,,,"כ-360 מ""ר",,"כרך 2, עמ' 503-504"
680,679,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,ברזל 2,,ברזל 2ג',"מאות 8-7 לפנה""ס",ארכיטקטורה,תל,,,"כ-360 מ""ר",,"כרך 2, עמ' 503-504"
681,680,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,פרסית,,פרסית,,ארכיטקטורה,תל,,,"כ-360 מ""ר",,"כרך 2, עמ' 503-504"
682,681,140,"חמה, תל אל-",,197300,197700,בקעת הירדן,עמק בית שאן,ד' טרלר,ג' קהיל,ימי הביניים,,ערבית קדומה,,קרמיקה בלבד,תל,,,"כ-360 מ""ר",נתגלו בורת מהתק' הערבית הקדומה,"כרך 2, עמ' 503-504"
683,682,141,חמת גדר,,212500,232000,גולן,גולן,י' הירשפלד,י' הירשפלד,רומית מאוחרת,,רומית מאוחרת,"מאה 2 לסה""נ",ארכיטקטורה+ מבני ציבור,תל,,,"כ-700 מ""ר",גליק מצא חרסים מתק' הברונזה בסקר שערך באתר,"כרך 2, עמ' 505-514"
684,683,141,חמת גדר,,212500,232000,גולן,גולן,י' הירשפלד,י' הירשפלד,ביזנטית,,ביזנטית,,ארכיטקטורה+ מבני ציבור,תל,,,"כ-700 מ""ר","בי""כ","כרך 2, עמ' 505-514"
685,684,141,חמת גדר,,212500,232000,גולן,גולן,י' הירשפלד,י' הירשפלד,ימי הביניים,,ערבית קדומה,"בית אומיה עד בית עבאס מאות 8-9 לסה""נ",ארכיטקטורה,תל,,,"כ-700 מ""ר",,"כרך 2, עמ' 505-514"
686,685,142,חמת טבריה,,201900,241700,בקעת הירדן,בקעת כנרות,מ' דותן,מ' דותן,רומית קדומה,,רומית קדומה,"מאה 1 לפנה""ס עד מחצית המאה ה-2 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,"כ-1200 מ""ר",,"כרך 2, עמ' 514-519"
687,686,142,חמת טבריה,,201900,241700,בקעת הירדן,בקעת כנרות,נ' סלושץ,מ' דותן,רומית מאוחרת,,רומית מאוחרת,"מאות 3-4 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,,"בי""כ","כרך 2, עמ' 514-519"
688,687,142,חמת טבריה,,201900,241700,בקעת הירדן,בקעת כנרות,מ' דותן,מ' דותן,ביזנטית,,ביזנטית,"מאה 5-6 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,"כ-1200 מ""ר",,"כרך 2, עמ' 514-519"
689,688,142,חמת טבריה,,201900,241700,בקעת הירדן,בקעת כנרות,מ' דותן,מ' דותן,ימי הביניים,,ערבית קדומה,"בית אומיה עד אמצע המאה ה-8 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,"כ-1200 מ""ר",,"כרך 2, עמ' 514-519"
690,689,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו",כלקוליתית,,כלקוליתית,,קרמיקה בלבד,תל,,,,,"כרך 2, עמ' 519-522"
691,690,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו","ב""ק 1",,"ב""ק 1",,ארכיטקטורה,תל,עירוני,כ-100 ד',,"""נחשפו  שרידים של שלבי ישוב מהברונזה הקדומה 1 ו-2. שלבים אלו לא נחפרו חפירה של ממש""","כרך 2, עמ' 519-522"
692,691,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו","ב""ק 2-3",,"ב""ק 2",,ארכיטקטורה,תל,עירוני,כ-100 ד',,"""נחשפו  שרידים של שלבי ישוב מהברונזה הקדומה 1 ו-2. שלבים אלו לא נחפרו חפירה של ממש""","כרך 2, עמ' 519-522"
693,692,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו","ב""ק 2-3",,"ב""ק 3",,ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-100 ד',,,"כרך 2, עמ' 519-522"
694,693,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו","ב""ת 2",,"ב""ת 2",,קרמיקה בלבד,תל,,,,,"כרך 2, עמ' 519-522"
695,694,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"פ""ג בליס","ו""מ פרגו","ב""מ",,"ב""מ 1",,ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 519-522"
696,695,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"פ""ג בליס","ו""מ פרגו","ב""מ",,"ב""מ 2","1400-1300 לפנה""ס",ארכיטקטורה,תל,עירוני,,,,"כרך 2, עמ' 519-522"
697,696,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו",ברזל 1,,ברזל 1,"מאה 11 לפנה""ס",ארכיטקטורה,תל,,,,,"כרך 2, עמ' 519-522"
698,697,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו",ברזל 2,,ברזל 2,"מאות 9-8 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-16 ד',,,"כרך 2, עמ' 519-522"
699,698,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו",ברזל 2,,ברזל 2ב',"מאות 7-6 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-16 ד',,החופרת קראה לשני השלבים ברזל ב' אך הפרידה בינם בצורה זו,"כרך 2, עמ' 519-522"
700,699,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו",פרסית,,פרסית,"מאה 5 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,מצודה,,,,"כרך 2, עמ' 519-522"
701,700,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו",הלניסטית,,הלניסטית,,ארכיטקטורה,תל,,,,,"כרך 2, עמ' 519-522"
702,701,143,"חסי, תל",,124000,106000,מ. החוף,מ. החוף הדרומי,"ו""מ פרגו","ו""מ פרגו",ימי הביניים,,עות'מאנית,,ארכיטקטורה,תל,,,,,"כרך 2, עמ' 519-522"
703,702,144,חספין,,226600,250700,גולן,גולן,ד' אורמן,צ' מעוז,רומית מאוחרת,,רומית מאוחרת,"מאה 3 לסה""נ",קברים,ח'ירבה,עירוני,,,,"כרך 2, עמ' 523-525"
704,703,144,חספין,,226600,250700,גולן,גולן,ד' אורמן,צ' מעוז,ביזנטית,,ביזנטית,"מחצית ראשונה של המאה ה-6 עד המאה ה-7 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,2 כנסיות,"כרך 2, עמ' 523-525"
